MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English ,Unemployment_Rate,Median_Income ,Economically_active(%),Income_Deprivation,No_cars_household (%),no_ limited(%),health(%),obesity(16+),Cancer_Incidence ,Life_Expectancy(M),Life_Expectancy(F£©
E02000510,Hillingdon 017,19.42,21.37,21.04,23.95,14.21,41.3,21.5,22.5,11.3,23.5,64.3,22.9,5.5,10,5.6,33570,70.6,14.2,20.8,84.9,49.3,24.7,79,78.2,80.9
E02000511,Hillingdon 018,21.55,21.71,20.36,23.3,13.09,40.4,25.8,20.2,13.8,19.4,57.7,26.2,8.6,12.7,5.8,29515,71.5,13.8,18.4,85.5,47.8,26.1,93.2,77.6,81.6
E02000512,Hillingdon 019,21.91,23.38,21.76,20.97,11.97,58,20.5,17.9,18.1,25.8,59.3,23,10.5,11.9,7.8,26571,68.8,27.2,27.3,83.6,47.5,26.1,92.7,78.3,83.1
E02000513,Hillingdon 020,27.66,20.59,24.8,18.63,8.32,61.1,22.9,15,21.2,25,44,28.8,18.3,21.7,9.8,24201,70.1,26.9,32.1,86.6,48.4,26.9,80.2,76.1,82.6
E02000514,Hillingdon 021,23.52,22.14,23.13,21.19,10.02,84.3,26.2,19.5,12.4,17.3,28.7,52.6,10.4,26.2,7.9,26109,69.5,19.3,22.1,85.3,46.4,23.6,73.8,79.6,84.4
E02000515,Hillingdon 022,19,26.83,24.1,20.13,9.94,34.3,17.2,20.9,12.9,32,69.6,16,7.3,12.1,7.2,26882,70.2,19.5,29.5,85.6,49.3,24.3,95.6,77.1,80.7
E02000516,Hillingdon 023,24.91,21.39,25.34,21.05,7.3,51.7,24.1,19.7,17.7,19.3,32.9,44.4,11.9,22.8,7.7,27962,71,22.3,20.8,87.3,49.2,23.9,69.7,81.9,85.2
E02000517,Hillingdon 024,25.52,21.83,22.42,20.66,9.58,58.4,23.9,17.6,18,22.2,43.8,33.3,15,20.9,8.3,24715,67.6,29.1,29.3,83.9,46.3,25.8,108.4,74.9,80.3
E02000518,Hillingdon 025,22.74,21.32,23.34,21.17,11.42,34.7,21.3,19.8,17.5,23.4,67.8,19.6,6.5,8.9,7.3,26127,69.6,25.6,26.9,83.1,45.3,24.8,108.3,76.6,80.8
E02000519,Hillingdon 026,23.38,23.82,21.97,20.54,10.3,49.6,22.6,16.7,16.1,24.5,37,41.1,12.9,22.6,9.4,24418,67.9,33,33.7,83.4,45.1,24.4,111.1,77,80.6
E02000520,Hillingdon 027,23.39,23.79,23.25,20.26,9.31,27.1,21.8,16.9,17,21.7,36.6,42.1,14.4,24.6,9.5,25017,68.3,28.5,32.3,85.6,47.7,25.5,95.2,76.3,80.6
E02000521,Hillingdon 028,25.97,21.72,24.01,20.05,8.25,42.7,24.2,17.7,18.1,22,51.6,29.4,11.2,16.2,8.3,25499,70.1,25.3,27.6,85.6,48.2,28.8,92.2,74.7,82.6
E02000522,Hillingdon 029,23.88,19.85,23.32,20.69,12.26,56.7,20.3,19.8,17.1,24.9,66.3,17.8,8.2,12,6.7,27941,72,18.3,28,84.7,47.7,24.9,99.4,74.9,82.3
E02000523,Hillingdon 030,24.76,23.12,23.99,19.66,8.47,61.4,24.8,16.8,15.6,17,27.8,53.2,11.4,26.9,8,25663,70.8,21.9,24.1,87.1,47.8,24.3,77.4,78,84.5
E02000524,Hillingdon 031,17.6,22.02,26.2,22.63,11.54,3.4,17.6,21.3,11.7,28.9,60,24.7,7.2,14.5,6.6,27894,73.2,14.1,24,86.3,46.4,24.3,94.8,76.4,83.8
E02000525,Hillingdon 032,23.56,21.23,26.91,19.33,8.97,22.6,21.5,18.1,15.1,23.9,38.4,41.8,11,25.2,7.3,25400,72.2,21.8,30.4,87.4,47.8,24.5,76.5,76.6,83.9
E02006796,Hillingdon 033,20.89,17.8,24.58,22.66,14.07,20.5,22.5,22.7,13.6,26,72.1,16.5,5.3,9.3,6,33969,75,13.3,20.2,86.4,46.1,25.6,103.5,78.3,82.5
E02000526,Hounslow 001,17.61,18.64,27.99,24.47,11.29,90.6,19.5,23.8,6.1,31.6,83.3,7.4,2.8,10.4,4.1,61765,77.3,12.4,34.4,90.6,61.9,13,98.5,81.5,80.9
E02000528,Hounslow 003,19.91,21.58,26.98,21.51,10.02,46.5,13.6,18.6,16.7,36.9,62.7,15.1,11.6,18.6,8,28059,70.9,34.8,42.1,84.1,49,22.6,105.9,75.1,81.4
E02000529,Hounslow 004,22.01,23.38,23.82,21.18,9.62,72,23.1,17.9,14.3,21.8,22.6,58.8,7.8,31.1,8.4,26430,67.6,27.2,25.3,85.1,44.9,19.7,82,83.2,87.2
E02000530,Hounslow 005,25.33,22.74,22.44,20.3,9.19,25.4,22.3,14.3,19.4,24.1,26.9,51.4,13.5,31.5,11,20703,61.7,39.9,37.4,83.8,44.7,23.2,86.8,76.2,82.4
E02000531,Hounslow 006,14.93,26.57,26.07,22.05,10.38,40.2,15.3,21.6,10.5,37.4,71.7,12.8,7.3,15.4,5.4,35461,72.6,25.9,36.6,87,49.8,20.3,97.8,79.4,83.4
E02000532,Hounslow 007,19.48,16.39,25.44,26.76,11.94,40.1,19.7,21.3,9.5,35,78.4,8.1,5.4,11.1,5.1,54622,73.8,16,31.2,87.9,57.4,15.5,106.5,79.8,83.7
E02000533,Hounslow 008,18.45,16.88,28.35,24.51,11.81,78.5,19.5,20.4,8.9,36.3,81.3,7.3,4.3,9.5,4,53134,76.6,21.2,30.4,88,57.4,14.4,103.6,81.1,82.3
E02000534,Hounslow 009,18.78,21.61,26.9,21.22,11.49,16.8,22.1,22.1,8.2,23.8,47.2,39.1,4.1,17.2,5.3,43836,76.2,13.3,19.4,88.7,51.3,15.6,88.9,80.4,82.4
E02000535,Hounslow 010,19.69,23.41,22.65,22.29,11.97,60.2,21,19.7,11,18.1,20.1,68.4,4.4,27.2,7.4,28690,70.5,26.5,24.5,85.1,45.8,18.4,71.1,78.9,83.8
E02000536,Hounslow 011,20.17,24.12,23.29,21.03,11.38,58.6,22.4,19,13,19.6,23.4,62.7,5.7,28.6,6.6,29957,68.8,25.9,26.4,85.2,46.3,18.1,76.5,76.9,82
E02000537,Hounslow 012,17.05,24.72,25.77,20.13,12.33,46.9,21.4,19.6,8,19.6,27.7,61.8,3.2,27.3,5.3,38899,73.3,16.4,27.7,87.7,48.3,14.8,78.1,83.4,88.5
E02000538,Hounslow 013,20.79,25.73,23.5,20.33,9.64,38.3,21.3,17.6,14.5,17.6,21.9,63.4,7.3,32.3,7.2,25822,69.5,28.4,27.5,85.4,47,20.2,72.1,77.9,82.3
E02000539,Hounslow 014,21.45,19.73,30.25,19.76,8.81,66.5,20.5,21.4,13.2,29.6,64.7,18.9,7.3,15.1,5.6,32736,75.9,24.3,28.9,86.7,51.2,19.7,120.2,74.8,78.6
E02000540,Hounslow 015,18.46,23.73,26.13,20.25,11.43,76.8,20.4,18.6,9.6,29.7,45.5,40.9,6.3,24.3,6.5,31659,73.7,26.1,39.3,86.2,48.9,17.5,101,80.4,82.9
E02000541,Hounslow 016,19.61,26.11,22.58,20.51,11.2,84.3,17.7,16.5,14.1,21.4,26.2,58.8,7.6,33,7.4,24661,68.3,34.8,35.7,82.8,45,19.6,89.6,75.4,79.6
E02000542,Hounslow 017,19.84,25.71,25.47,18.49,10.49,96.3,20.7,16.8,12.3,24,27.4,59.9,6,31.3,7.2,26621,70.5,39.5,43.1,84.8,47.1,18.7,97.1,76.3,79.7
E02000543,Hounslow 018,20.36,26.02,29.87,16.46,7.28,107.5,23.4,19.5,11.5,22.3,34.2,54,5,33.6,6.3,29967,75.4,26.2,44.8,89.4,50.2,18.8,86.3,76.9,84.6
E02000544,Hounslow 019,18.92,21.01,21.97,25.58,12.53,60.5,23.2,21.7,10.2,20.9,51.2,37.2,4.3,17.4,5.7,35406,73.2,17.8,18.8,86.4,47.1,19.6,81,82,86.8
E02000545,Hounslow 020,21.48,19.89,26.28,22.58,9.78,63.7,18.2,21,15.3,29.9,63.5,17.2,11.4,15.6,6.8,28905,71.6,25.9,33.1,84.8,50.7,20.5,103.5,73.4,80.8
E02000546,Hounslow 021,22.94,24.38,25.2,19.18,8.3,40.4,25.2,17.7,13.9,18.6,24.5,61.3,6.9,32.5,7.7,27462,70.9,31.5,28.1,87,47,20.1,78.1,77.8,84.8
E02000547,Hounslow 022,21.12,20.34,23.84,22.31,12.39,29.7,21.5,19.5,13.8,26.4,60.2,27.2,6.4,16.2,5.6,27520,72.4,21.6,26,84.4,45.8,27.4,99.9,75.4,82.1
E02000548,Hounslow 023,22.49,21.58,22.87,22.2,10.86,26.4,19.1,20.9,15,28.7,67.3,19.5,7.4,15.1,7.2,25661,73.4,24.4,27.6,84,45.3,26.8,116.5,77.3,79.9
E02000549,Hounslow 024,20.04,20.78,22.37,23.55,13.26,45.4,21.5,20.3,13.8,23.4,62.7,25.8,4.9,15.7,6.2,27912,72.4,20.9,25.5,84.3,45.2,26.8,108.6,75.7,77.5
E02000550,Hounslow 025,25.81,21.43,27.49,18.99,6.28,112.5,25.2,19.7,17.4,23.4,61.4,22.8,9,19.5,7.2,26789,73.8,24.4,33.5,88.3,49.2,30.4,117.5,77,81.1
E02000551,Hounslow 026,24.94,20.63,23.39,20.95,10.09,41.4,20,16.2,19.1,29.6,63.8,19.2,9.7,16.2,8.8,23525,68.4,30.3,34.2,84,44.9,26.5,98.6,75.7,82.2
E02000552,Hounslow 027,21.93,22.53,27,19.91,8.63,28.1,24.7,22.4,13,26.8,71.8,15.1,6.8,13.8,5.2,29890,76.5,15.6,20.1,88.7,49.3,28.3,97.5,80.3,82.8
E02000553,Hounslow 028,21.44,19.17,22.38,24.19,12.82,26.3,20.5,21.1,14.4,27.8,73.7,13.7,5.7,10.1,6.4,29235,72.3,15.2,23.9,85.7,45.3,30.4,105.9,78.8,84.1
E02006792,Hounslow 029,13.7,22.4,30.59,20.3,13.01,58.7,13,22,6.5,40.5,75.7,11.7,3.8,15.6,4.2,49372,78.7,18.9,42.5,87.6,55.8,12.8,116.5,78.5,87.2
E02000554,Islington 001,19.78,22.94,27.92,21.29,8.07,146.9,11.7,14.6,18.4,40,60.6,7.6,19.8,14.7,10.3,29939,68.1,49.9,64.2,81.2,47.6,20.8,119.4,73.9,79
E02000555,Islington 002,18.44,24.65,26.78,20.54,9.6,158.3,13.7,17.8,15.5,33.8,68.1,7.6,14.4,12.9,8.1,34751,71.4,41.2,57.5,84.2,50.9,18.4,134.8,76.9,79.5
E02000556,Islington 003,16.15,27.37,29.13,19.7,7.65,154.7,10.7,18.8,13.8,37.1,66.2,8.8,15.1,15.2,7.7,33947,74.8,49.4,65.1,83.8,49.4,17.1,127.8,73.8,82
E02000557,Islington 004,15.73,23.97,28.53,20.16,11.61,116.6,9.9,17.1,13.7,42.1,68.6,7.9,12.5,13.7,8.9,33058,73,41.7,64.6,81.1,47.5,17.6,106.6,72.7,80.2
E02000558,Islington 005,23.29,24.17,24.18,19,9.36,187.2,12.4,12.2,20.2,39.2,48.1,10.8,27.6,24.7,13.3,24328,64.1,58.1,70.4,79.6,44.9,23,97.7,72.1,77.5
E02000559,Islington 006,15.31,29.6,30.95,17.03,7.11,157.6,13,23.8,10,31.3,72.6,8.3,11,11.6,4.8,50298,78.8,38.8,56.4,88.4,57.7,15.2,107.9,77.5,83.4
E02000560,Islington 007,11.81,35.56,29.47,15.55,7.62,144.2,8.2,19.5,9.5,37,68.2,10.9,10.2,17.7,6.8,34339,74.2,51.9,67.5,86.2,51.6,15,115,73,84.4
E02000561,Islington 008,15.44,25.36,28.35,21.77,9.09,128,14.8,20.8,8.9,36.4,78.5,6.9,6.2,9.9,5,51282,73.4,29.9,53.7,87.8,55,14,122.1,76.6,82.6
E02000562,Islington 009,18.12,23.39,28.99,19.54,9.96,124.2,13.2,19.4,13,38.1,70.5,6.7,13.2,12.8,7.8,39231,73.3,36.5,60.2,83.5,52.3,16.4,112.6,75.6,79.7
E02000563,Islington 010,16.78,28.42,26.37,19.08,9.34,148,9.9,16,15.2,38.5,65.8,7.7,16.3,15.6,9.3,28943,67.7,46.7,68.4,81,46.2,21,110.9,73,80.9
E02000564,Islington 011,13.05,34.49,30.31,15.68,6.46,133.4,8.1,19.3,11.7,37,66.6,10.7,12,16.7,6.3,35798,76.4,51.4,69.1,86.9,54.2,19.2,110.6,74.1,80
E02000565,Islington 012,19.56,27.25,27.68,17.56,7.95,161.5,11.4,16.5,15.7,38.2,62.2,7.3,17.9,15.3,8.6,31968,69.9,48.2,66.9,83.7,49.5,19.5,110.1,79.5,81.2
E02000566,Islington 013,15.04,25.73,30.11,20.73,8.39,119.2,13.5,23.7,9.1,35,77.3,6.6,7.6,10.2,5.2,54049,77.8,32.6,56.7,87.7,57.6,15,103.3,76.3,83.4
E02000567,Islington 014,15.68,26.12,31.15,18.7,8.36,159.6,9.4,20.6,14,37.8,72.4,6.2,10.6,10.4,6.8,39370,75.9,44.4,63.5,84.6,53.3,17.1,115.2,74.7,81.8
E02000568,Islington 015,15.76,33.28,25.05,16.49,9.42,111.9,8.7,12.7,16.4,42.9,62,11.7,15.7,18.6,10.3,26749,58.9,47.6,69.4,80.3,45.8,21.8,120.1,74.8,80.3
E02000569,Islington 016,17.05,24.74,27.77,19.81,10.64,145.5,10,18.3,15.7,39,72.4,7.1,11.3,11.8,8.1,37454,71.8,33.8,63.5,82.8,49.5,17.6,100.7,77.5,84
E02000570,Islington 017,13.66,27.44,29.77,21.09,8.03,149.1,11.2,26.3,8,36.3,81.3,6.3,5.5,8.9,5.3,57788,78.4,26.8,54.9,89,58.5,13.9,101.3,77.8,85.8
E02000571,Islington 018,16.51,25.9,27.59,19.7,10.3,163.6,10,17.3,16.2,38.4,71.5,7.5,11.6,11,9.1,33626,70.8,39.7,63.7,81.1,49.8,19.3,107.8,75.7,81.7
E02000572,Islington 019,19.15,32.84,21.01,17.05,9.95,188.6,10.4,13.3,18.7,36.8,55.6,17.2,16.8,18.6,11.1,26101,59.7,52.5,70.1,81.6,47.7,23.4,103.7,77.5,81.3
E02000573,Islington 020,12.21,28.76,29.72,20.04,9.27,124.6,9.2,24,8.9,39.6,79.5,8,5.6,11.7,5.3,55292,76.8,33.2,61.6,87,58,14.2,138.6,76.5,78.5
E02000574,Islington 021,11.73,33.56,28.15,18.28,8.28,144.7,8.1,20.9,9.7,41.3,69,12.8,9.2,14.7,6.4,39035,68.5,35.5,69.1,85.4,53.5,15.3,114.2,75.4,80.7
E02000575,Islington 022,10.77,38.99,26.6,16.77,6.88,132.9,7,19.6,9.2,48.1,69.1,14.7,8.4,18,5.5,39530,66.1,33.3,71.7,87.9,55.8,17,82.9,79.7,84.4
E02000576,Islington 023,16.49,31.77,25.54,17.12,9.08,129.9,9.3,14.6,14.5,42.3,64.2,11.3,14.3,17.4,9.7,31459,66.5,36.7,74.2,84.5,50.5,20.4,118,74.8,84
E02000577,Kensington and Chelsea 001,20.31,20.68,24.17,23.86,10.97,82.9,12.2,14.9,19.3,38.3,43.8,9.2,24.4,21.9,13.8,19212,62.8,38.9,69,78.8,43.7,24.6,78.4,93,87.5
E02000578,Kensington and Chelsea 002,21.47,20.66,22.94,23.37,11.56,112.2,14.3,12.1,21.1,38.3,55.5,8.1,17.1,18.4,13.5,22217,62.4,36.6,60.4,77.9,45.3,23.8,78.8,86.1,86.2
E02000579,Kensington and Chelsea 003,17.5,19.14,26.67,25.28,11.41,138,13,16.4,12.9,42,68.9,6.7,10.7,15.9,7.5,33332,71.4,29.5,55.2,83.6,50.9,15.6,89.8,80.1,86.2
E02000580,Kensington and Chelsea 004,13.66,21.93,30.48,24.44,9.5,211.7,7.8,17.2,12.9,49.3,63.2,7.1,14.9,17.6,9.4,31279,73.4,40.1,65.4,83.3,50.6,17.9,88.2,80.3,86.2
E02000581,Kensington and Chelsea 005,19.73,20.32,21.38,24.27,14.31,172,12.4,13.3,17.9,43.3,54,8.5,18.8,18.5,12.4,22851,62.3,40,66,78,43.8,21,85.8,78.4,88.8
E02000582,Kensington and Chelsea 006,13.32,21.93,31.96,20.94,11.84,148.6,11,19.6,4.9,51,77.9,8.9,3.9,21.4,4.4,51238,75.2,13.9,59.2,90.1,62,11.8,62.2,84.1,87
E02000583,Kensington and Chelsea 007,16.87,18.53,27.87,25.22,11.52,123.7,14.2,21.1,7.2,42.2,79.8,6.2,4.2,15.8,5.3,53955,73.1,13.1,48.2,90.7,63.9,14,82,83.5,93
E02000584,Kensington and Chelsea 008,15.59,18.22,30.47,23.17,12.55,87.7,15,21.6,4.2,44.1,78.6,9,2.2,19.7,3.7,67500,71.9,9.6,49.4,91.6,62.8,11.2,69.4,87.9,93.3
E02000585,Kensington and Chelsea 009,17.57,18.46,29.29,23.5,11.18,91.1,14.5,19.1,8.2,40.3,67.4,11.4,4.5,23,5.6,45776,69.3,11.1,47.6,89.9,59.6,12.2,74.3,84.6,90.9
E02000586,Kensington and Chelsea 010,15.78,22.1,30.84,21.42,9.86,142.5,15,19.9,3.6,44.8,73,13.4,2.1,25.6,3.8,70752,68.1,7.6,49,93.6,65.6,10.9,77.2,88.6,91.5
E02000587,Kensington and Chelsea 011,16.39,18.46,28.07,24.39,12.68,138.7,15.3,21.8,4.9,40.9,73.8,11.6,1.2,25.5,3.8,64001,67.1,8.2,51.6,91.4,63.7,12.1,71.6,87.3,89.5
E02000588,Kensington and Chelsea 012,12.66,20.82,29.88,23.67,12.97,108.7,10,20,3.5,51.1,79.3,8.8,1.4,27.1,3,73363,70.7,4,51.7,93.3,63.2,12.2,62.3,93.5,88.6
E02000589,Kensington and Chelsea 013,12.43,29.54,32.07,17.7,8.25,219.7,10.8,16.2,4.2,51.8,64.8,18.7,3.4,31.7,6,46123,66.3,16.2,61.9,91,63.4,10.9,87.9,84.7,88.3
E02000590,Kensington and Chelsea 014,13.17,22.12,24.95,24.42,15.34,152.2,8.7,15.4,8.4,54.6,71.2,11.2,4.6,27.3,6.4,37693,66.5,13.1,62.4,85.7,53.8,13.5,72.6,86,89.6
E02000591,Kensington and Chelsea 015,12.57,24.55,31.56,21.86,9.45,179.8,8.4,18.8,7.9,49.6,59.5,16.8,5.8,31.6,7.8,34182,69.4,33.9,68.2,85.2,53.7,13.7,79.3,76.5,89.5
E02000592,Kensington and Chelsea 016,14.39,21.31,32.7,20.74,10.86,116.9,12.7,20.6,3.2,50.1,79.3,10.5,1.3,28.6,3.2,66163,71.9,8.1,52.8,93.9,67.9,10.9,71.3,84.4,90.7
E02000593,Kensington and Chelsea 017,13.48,23.18,33.04,20.26,10.03,143.7,10.6,18.6,6,48.2,75.1,10.8,3.6,28.4,5.6,42447,74.7,20.5,61,89.2,61.1,11.3,82.7,82.2,91.2
E02000594,Kensington and Chelsea 018,12.85,14.85,25.03,27.16,20.1,95.9,10.9,20.4,5.4,49.7,84.6,6,2.2,18,4,62350,71.6,9.1,45.7,87.6,59.6,11.5,74.9,83,92.6
E02000595,Kensington and Chelsea 019,14.02,17.58,27.4,24.64,16.36,116.1,12.1,18.3,4.9,49.8,82.9,6.6,2.4,19.9,4.1,58246,70.2,12.4,47.2,88.7,61.4,12.2,76.3,89,87.5
E02000596,Kensington and Chelsea 020,13.69,25.13,29.47,20.98,10.73,140.9,12.8,18.7,5.8,45.1,82,8.7,1.9,21.2,3.6,57412,69.1,12.6,47.7,92,64.3,9.8,87,83.4,85.8
E02000597,Kensington and Chelsea 021,16.86,20.07,25.15,25.12,12.81,179,12,13.8,14,44.7,63.9,11.6,8.5,21.4,9.3,31662,66,29.4,58.2,81.9,50.2,16.5,83.5,84.2,93.6
E02000598,Kingston upon Thames 001,23.64,12.85,22.52,27.46,13.53,59.7,31.6,21.8,8.7,23.8,82.2,9.8,1.2,8.1,3.6,52265,74.7,9,16,89.5,57.8,15.9,102.7,84,87.6
E02000599,Kingston upon Thames 002,18.76,22.89,15.65,26.62,16.08,17.7,27.7,23.2,6.8,19.5,63.7,22.7,2.9,14.7,3.2,61278,63,8.8,10.4,88.6,56.2,13.5,100.2,83.5,83.8
E02000600,Kingston upon Thames 003,19.84,22.89,27.26,19.08,10.93,78.5,21.8,20.8,9,28.9,71.9,15.6,3.3,14.6,4.6,38613,73.1,16.5,31,89.6,57.3,13.1,96.2,81.7,84.9
E02000601,Kingston upon Thames 004,22,20.06,29.36,19.89,8.69,100.7,27,22.7,8.3,28.4,78.8,10.9,1.9,10.5,4.1,45980,75.8,19.8,29.2,90.4,60.5,13.5,117.8,78.5,84.1
E02000602,Kingston upon Thames 005,16.82,30.67,25.4,17.47,9.65,91.5,16.9,19.2,10.7,34,71.4,15,5.5,14.1,5.8,30366,70.2,30.1,43,86.1,52.1,13.3,127.7,75.8,78.2
E02000603,Kingston upon Thames 006,22.14,22.34,22.99,22.52,10.01,60.5,24.7,19.6,14.3,22.5,63.6,24.3,4,17.4,7.3,30913,70.9,24,26.7,86.1,48.9,17.9,87,78.1,84.5
E02000604,Kingston upon Thames 007,20.74,17.91,24.74,23.97,12.64,56.8,25,20.9,8.6,26.7,63.6,28.4,2,18.6,4.5,38939,73.2,13.7,27.6,88.4,52,15.4,89,81.1,84
E02000605,Kingston upon Thames 008,19.88,16.19,22.74,26.63,14.56,56,25.7,22.4,7.9,26.9,69.4,23,1.5,13.1,4.2,39492,72.4,13,21.5,85.9,52,15.9,101.5,78.1,82.3
E02000606,Kingston upon Thames 009,11.14,32.45,29.42,17.28,9.72,70,12.2,23.3,4.8,39.5,76.6,13.4,2.3,12.8,3.7,38805,73.2,10.8,35.3,90.5,55.3,12,109.3,83.3,85.4
E02000607,Kingston upon Thames 010,16.97,29.07,23.15,20.12,10.69,48.3,24,22.3,6.8,29.3,83,9.2,2.4,7,3.6,44038,69.6,13.2,24.6,89.9,56.6,13.9,91,82.6,85.6
E02000608,Kingston upon Thames 011,11.1,33.29,32.28,14.84,8.49,86.5,12.2,26.9,5.2,42,78,12.4,3.5,9.9,4.6,39710,75.4,18.5,37.2,89.4,54.5,12.4,93,79.2,79.6
E02000609,Kingston upon Thames 012,20.52,16.23,19.13,26.84,17.28,51,23.8,22,10.1,24,59.3,31.7,2.3,15.4,4.8,36961,68.1,12.2,18.5,84.7,46.3,17,100.3,82.3,85.9
E02000610,Kingston upon Thames 013,13.53,24.01,30.29,18.05,14.12,70.5,13.3,23.7,6.2,42.7,79.5,12,2.7,8.5,4.3,36219,75.6,20.9,36.6,85.1,51.1,13.7,98.2,78.9,81.6
E02000611,Kingston upon Thames 014,20.05,14.41,18.65,29.35,17.54,41.1,27.9,27.5,5.4,19.7,77.7,15.5,1.3,6,4,47534,72.4,6.1,11.4,86.8,51.9,18.1,97.1,84.3,86.2
E02000612,Kingston upon Thames 015,18.25,15.76,20.5,28.61,16.88,43.2,23.4,26.6,8,23.2,72.8,19.5,1.4,9.3,3.7,44028,72.5,8.1,13.7,86.5,50.6,19.2,90.8,81.8,81.8
E02000613,Kingston upon Thames 016,19.7,17.92,27.29,21.53,13.56,66.1,23.8,23.3,9,28.6,80.9,10.6,2.7,8.2,4.1,40639,76.8,17.3,22.7,86.7,53.5,17,93.6,80,83.3
E02000614,Kingston upon Thames 017,21.35,20.57,22.33,24.1,11.65,29,23.5,20.9,13.5,22.8,64.7,26.8,2.8,14.9,4.9,32056,74.2,12.6,22.8,86.9,48.6,21.8,88.9,80.5,86.9
E02000615,Kingston upon Thames 018,19.77,16.05,22.54,26.52,15.13,46.7,24.8,23.6,10.1,24.3,83.2,10.4,2.4,7,4,34123,75.4,11.5,16.8,85.6,48,24.4,113.2,80.4,86.3
E02000616,Kingston upon Thames 019,20.3,16.98,24.13,25.53,13.07,46.5,24.1,27.5,11.1,22.7,88.4,6.4,1.4,4.4,3.8,34817,78.2,7.2,12.5,88.2,49.6,25,83.5,81.4,86.7
E02000617,Kingston upon Thames 020,22,17.93,22.3,24.46,13.31,12.4,24.7,22.1,13.6,25.4,84.6,8.1,2.2,6.2,5,32593,74.3,13.5,19.7,85.4,48.1,23.9,107.4,79.9,85.2
E02000619,Lambeth 002,17.49,24.03,25.47,22.68,10.33,151.9,9.5,13.7,16,42.6,52.7,7.4,29.4,16.6,9.4,29386,70.6,33.6,66.7,84,48.1,23,100.8,75.5,81.6
E02000620,Lambeth 003,16.94,27.02,29.26,18.96,7.81,134.3,9.2,16.1,15.3,38.4,58.9,6.6,24,16,7,34405,77.8,34.6,65.5,87.6,53.8,20.2,109.8,77.1,82.5
E02000621,Lambeth 004,12.94,29.89,31.47,18.59,7.11,146.2,7.4,17.6,10.1,43,62.7,8.7,18.6,21.1,6.7,35630,77.8,33.6,67.7,87.3,54.2,18.9,121.5,74.2,80
E02000622,Lambeth 005,14.91,32.79,28.19,17.42,6.68,107.4,9.4,17,12.8,33.5,60.3,5.6,23.9,13.9,6.6,32977,78.6,43.9,63.8,87.8,55,18.5,110.5,77.2,79.7
E02000623,Lambeth 006,19.57,23.72,27.1,21.14,8.47,177.3,12.5,14.9,18.7,32.9,53.3,6.2,29.9,20.9,9.7,27074,73.6,39.6,66.6,85.7,48.4,24.8,107.9,79,81.4
E02000624,Lambeth 007,17.85,29.24,25.83,20.12,6.96,144.2,9.9,13.2,17.6,35.3,48.4,5.8,34.3,16,9.7,29188,74.8,44.5,65.4,85.5,51.2,24.1,108,78.2,82.1
E02000625,Lambeth 008,20.88,28.38,26.29,18.3,6.15,152.9,11.8,12,21.2,31.5,49.1,6.9,33.4,24.3,10,25765,73.2,42.7,67.2,86.5,50.2,25.4,103.2,74.9,79.3
E02000626,Lambeth 009,24.13,24.31,23.96,21.26,6.34,152.3,12.1,9.6,23.3,36.4,35.3,4.6,48.3,18.9,13.4,23853,70,44.1,67.6,85.6,48.2,29.9,93.5,77.4,81.9
E02000627,Lambeth 010,16.02,34.79,27.26,14.97,6.96,182.2,9.2,15.1,15.5,31.3,56.6,5.2,27.8,15.9,8.2,31947,79.5,40.9,66.4,87.9,52.9,20.8,107.9,77.9,83.9
E02000628,Lambeth 011,21.19,26.4,25.29,19.98,7.14,148.9,11.4,11.5,20.1,35,39.2,6.6,41.7,23.4,10.8,24224,71.1,47.7,70.8,85.4,48.2,29.7,100.6,78.9,84.2
E02000629,Lambeth 012,13.38,34.3,30.81,15.52,5.99,145,10.4,19.1,9.1,32.4,70.6,4.9,16.6,10.8,5.3,44707,82.7,37.8,57,89.8,59.7,15.8,107.3,77,82.7
E02000630,Lambeth 013,14.15,31.53,29.82,17.55,6.95,108.4,10.6,20.7,9.5,35.3,74.3,4.7,13.5,8.5,5.4,49115,83,37.5,53.9,89.2,59.6,16,120.1,72.7,82.9
E02000631,Lambeth 014,18.24,23.15,30.67,19.67,8.27,85.9,15.6,18,11.5,31.7,62.7,6.4,20.1,13.9,6.3,41162,78.2,29.1,54.1,88,53.7,17.6,118.9,77,83.2
E02000632,Lambeth 015,9.2,43.5,29.79,12.21,5.31,180.7,6.5,19.3,8.7,30,70.3,4.3,17.5,8.8,4.6,46532,86.1,38.4,60.8,91,59.6,16.2,101.4,77,84.3
E02000633,Lambeth 016,17.89,28.52,28.44,18.13,7.01,141.3,8.4,13.8,15.8,38.9,50,5.5,34.1,14.3,9.2,29849,76.4,49.7,68.3,85.9,52.2,21.1,108.9,76.8,79.5
E02000634,Lambeth 017,14.87,33.51,25.64,17.32,8.66,132.7,8,14.5,15,35.6,60.7,5.3,25.3,12,6.8,33491,78.2,39,62.8,85.9,53.6,18.9,126.1,69.7,78.7
E02000635,Lambeth 018,17.15,26.41,31.93,19.01,5.5,75.2,11.1,18.3,14.9,35.4,54,4.2,31.2,10.7,8.3,35959,79.5,37.1,63.4,88.1,54.5,20.1,113.1,76.2,83.3
